wavenumber_cm^-1,reflectance_pct
1180.000000,47.793238
1181.000000,47.985837
1182.000000,48.176588
1183.000000,48.365357
1184.000000,48.552011
1185.000000,48.736418
1186.000000,48.918448
1187.000000,49.097972
1188.000000,49.274862
1189.000000,49.448994
1190.000000,49.620244
1191.000000,49.788489
1192.000000,49.953609
1193.000000,50.115487
1194.000000,50.274008
1195.000000,50.429057
1196.000000,50.580524
1197.000000,50.728300
1198.000000,50.872279
1199.000000,51.012357
1200.000000,51.148434
1201.000000,51.280411
1202.000000,51.408194
1203.000000,51.531689
1204.000000,51.650808
1205.000000,51.765464
1206.000000,51.875574
1207.000000,51.981058
1208.000000,52.081839
1209.000000,52.177844
1210.000000,52.269002
1211.000000,52.355248
1212.000000,52.436517
1213.000000,52.512751
1214.000000,52.583893
1215.000000,52.649891
1216.000000,52.710695
1217.000000,52.766261
1218.000000,52.816548
1219.000000,52.861518
1220.000000,52.901136
1221.000000,52.935374
1222.000000,52.964205
1223.000000,52.987606
1224.000000,53.005560
1225.000000,53.018051
1226.000000,53.025070
1227.000000,53.026610
1228.000000,53.022668
1229.000000,53.013245
1230.000000,52.998347
1231.000000,52.977982
1232.000000,52.952163
1233.000000,52.920908
1234.000000,52.884238
1235.000000,52.842176
1236.000000,52.794752
1237.000000,52.741997
1238.000000,52.683949
1239.000000,52.620646
1240.000000,52.552134
1241.000000,52.478458
1242.000000,52.399670
1243.000000,52.315826
1244.000000,52.226982
1245.000000,52.133202
1246.000000,52.034550
1247.000000,51.931095
1248.000000,51.822910
1249.000000,51.710069
1250.000000,51.592652
1251.000000,51.470741
1252.000000,51.344421
1253.000000,51.213779
1254.000000,51.078908
1255.000000,50.939901
1256.000000,50.796856
1257.000000,50.649872
1258.000000,50.499051
1259.000000,50.344499
1260.000000,50.186324
1261.000000,50.024636
1262.000000,49.859547
1263.000000,49.691172
1264.000000,49.519628
1265.000000,49.345035
1266.000000,49.167512
1267.000000,48.987185
1268.000000,48.804177
1269.000000,48.618615
1270.000000,48.430628
1271.000000,48.240345
1272.000000,48.047897
1273.000000,47.853419
1274.000000,47.657042
1275.000000,47.458903
1276.000000,47.259137
1277.000000,47.057882
1278.000000,46.855275
1279.000000,46.651455
1280.000000,46.446562
1281.000000,46.240735
1282.000000,46.034115
1283.000000,45.826841
1284.000000,45.619056
1285.000000,45.410900
1286.000000,45.202514
1287.000000,44.994038
1288.000000,44.785614
1289.000000,44.577383
1290.000000,44.369483
1291.000000,44.162056
1292.000000,43.955240
1293.000000,43.749173
1294.000000,43.543993
1295.000000,43.339836
1296.000000,43.136840
1297.000000,42.935138
1298.000000,42.734863
1299.000000,42.536150
1300.000000,42.339128
1301.000000,42.143927
1302.000000,41.950676
1303.000000,41.759500
1304.000000,41.570526
1305.000000,41.383876
1306.000000,41.199672
1307.000000,41.018033
1308.000000,40.839077
1309.000000,40.662918
1310.000000,40.489672
1311.000000,40.319448
1312.000000,40.152355
1313.000000,39.988501
1314.000000,39.827989
1315.000000,39.670921
1316.000000,39.517397
1317.000000,39.367512
1318.000000,39.221362
1319.000000,39.079036
1320.000000,38.940624
1321.000000,38.806212
1322.000000,38.675883
1323.000000,38.549716
1324.000000,38.427789
1325.000000,38.310176
1326.000000,38.196948
1327.000000,38.088174
1328.000000,37.983919
1329.000000,37.884244
1330.000000,37.789208
1331.000000,37.698868
1332.000000,37.613275
1333.000000,37.532480
1334.000000,37.456528
1335.000000,37.385462
1336.000000,37.319322
1337.000000,37.258144
1338.000000,37.201962
1339.000000,37.150805
1340.000000,37.104699
1341.000000,37.063669
1342.000000,37.027734
1343.000000,36.996911
1344.000000,36.971212
1345.000000,36.950650
1346.000000,36.935229
1347.000000,36.924953
1348.000000,36.919824
1349.000000,36.919838
1350.000000,36.924989
1351.000000,36.935267
1352.000000,36.950660
1353.000000,36.971153
1354.000000,36.996726
1355.000000,37.027357
1356.000000,37.063021
1357.000000,37.103691
1358.000000,37.149334
1359.000000,37.199917
1360.000000,37.255402
1361.000000,37.315749
1362.000000,37.380916
1363.000000,37.450856
1364.000000,37.525520
1365.000000,37.604857
1366.000000,37.688813
1367.000000,37.777330
1368.000000,37.870349
1369.000000,37.967807
1370.000000,38.069641
1371.000000,38.175781
1372.000000,38.286159
1373.000000,38.400702
1374.000000,38.519336
1375.000000,38.641982
1376.000000,38.768563
1377.000000,38.898997
1378.000000,39.033199
1379.000000,39.171085
1380.000000,39.312566
1381.000000,39.457552
1382.000000,39.605953
1383.000000,39.757673
1384.000000,39.912618
1385.000000,40.070691
1386.000000,40.231792
1387.000000,40.395821
1388.000000,40.562676
1389.000000,40.732253
1390.000000,40.904447
1391.000000,41.079152
1392.000000,41.256259
1393.000000,41.435660
1394.000000,41.617245
1395.000000,41.800901
1396.000000,41.986517
1397.000000,42.173978
1398.000000,42.363171
1399.000000,42.553980
1400.000000,42.746288
1401.000000,42.939980
1402.000000,43.134937
1403.000000,43.331040
1404.000000,43.528172
1405.000000,43.726213
1406.000000,43.925043
1407.000000,44.124542
1408.000000,44.324590
1409.000000,44.525066
1410.000000,44.725849
1411.000000,44.926818
1412.000000,45.127853
1413.000000,45.328833
1414.000000,45.529636
1415.000000,45.730142
1416.000000,45.930231
1417.000000,46.129783
1418.000000,46.328677
1419.000000,46.526794
1420.000000,46.724016
1421.000000,46.920223
1422.000000,47.115299
1423.000000,47.309126
1424.000000,47.501587
1425.000000,47.692567
1426.000000,47.881952
1427.000000,48.069626
1428.000000,48.255478
1429.000000,48.439395
1430.000000,48.621267
1431.000000,48.800983
1432.000000,48.978436
1433.000000,49.153518
1434.000000,49.326124
1435.000000,49.496148
1436.000000,49.663488
1437.000000,49.828041
1438.000000,49.989709
1439.000000,50.148392
1440.000000,50.303993
1441.000000,50.456418
1442.000000,50.605574
1443.000000,50.751367
1444.000000,50.893709
1445.000000,51.032513
1446.000000,51.167691
1447.000000,51.299161
1448.000000,51.426840
1449.000000,51.550649
1450.000000,51.670510
1451.000000,51.786348
1452.000000,51.898090
1453.000000,52.005665
1454.000000,52.109004
1455.000000,52.208043
1456.000000,52.302715
1457.000000,52.392962
1458.000000,52.478723
1459.000000,52.559943
1460.000000,52.636568
1461.000000,52.708547
1462.000000,52.775832
1463.000000,52.838376
1464.000000,52.896138
1465.000000,52.949076
1466.000000,52.997153
1467.000000,53.040335
1468.000000,53.078590
1469.000000,53.111888
1470.000000,53.140204
1471.000000,53.163514
1472.000000,53.181798
1473.000000,53.195038
1474.000000,53.203222
1475.000000,53.206336
1476.000000,53.204373
1477.000000,53.197327
1478.000000,53.185196
1479.000000,53.167980
1480.000000,53.145685
1481.000000,53.118315
1482.000000,53.085882
1483.000000,53.048398
1484.000000,53.005879
1485.000000,52.958345
1486.000000,52.905818
1487.000000,52.848323
1488.000000,52.785888
1489.000000,52.718546
1490.000000,52.646330
1491.000000,52.569279
1492.000000,52.487432
1493.000000,52.400835
1494.000000,52.309532
1495.000000,52.213576
1496.000000,52.113017
1497.000000,52.007912
1498.000000,51.898319
1499.000000,51.784301
1500.000000,51.665921
1501.000000,51.543248
1502.000000,51.416351
1503.000000,51.285303
1504.000000,51.150180
1505.000000,51.011061
1506.000000,50.868027
1507.000000,50.721162
1508.000000,50.570553
1509.000000,50.416288
1510.000000,50.258461
1511.000000,50.097163
1512.000000,49.932493
1513.000000,49.764550
1514.000000,49.593434
1515.000000,49.419250
1516.000000,49.242103
1517.000000,49.062101
1518.000000,48.879355
1519.000000,48.693976
1520.000000,48.506079
1521.000000,48.315780
1522.000000,48.123197
1523.000000,47.928449
1524.000000,47.731658
1525.000000,47.532948
1526.000000,47.332442
1527.000000,47.130266
1528.000000,46.926549
1529.000000,46.721418
1530.000000,46.515005
1531.000000,46.307440
1532.000000,46.098855
1533.000000,45.889384
1534.000000,45.679161
1535.000000,45.468322
1536.000000,45.257001
1537.000000,45.045335
1538.000000,44.833462
1539.000000,44.621518
1540.000000,44.409642
1541.000000,44.197972
1542.000000,43.986646
1543.000000,43.775801
1544.000000,43.565578
1545.000000,43.356114
1546.000000,43.147546
1547.000000,42.940014
1548.000000,42.733654
1549.000000,42.528604
1550.000000,42.324999
1551.000000,42.122976
1552.000000,41.922670
1553.000000,41.724214
1554.000000,41.527742
1555.000000,41.333385
1556.000000,41.141275
1557.000000,40.951542
1558.000000,40.764314
1559.000000,40.579717
1560.000000,40.397877
1561.000000,40.218919
1562.000000,40.042963
1563.000000,39.870130
1564.000000,39.700538
1565.000000,39.534304
1566.000000,39.371542
1567.000000,39.212365
1568.000000,39.056881
1569.000000,38.905198
1570.000000,38.757422
1571.000000,38.613655
1572.000000,38.473997
1573.000000,38.338545
1574.000000,38.207395
1575.000000,38.080637
1576.000000,37.958361
1577.000000,37.840652
1578.000000,37.727594
1579.000000,37.619266
1580.000000,37.515746
1581.000000,37.417105
1582.000000,37.323416
1583.000000,37.234744
1584.000000,37.151153
1585.000000,37.072702
1586.000000,36.999449
1587.000000,36.931447
1588.000000,36.868744
1589.000000,36.811386
1590.000000,36.759416
1591.000000,36.712872
1592.000000,36.671787
1593.000000,36.636194
1594.000000,36.606119
1595.000000,36.581585
1596.000000,36.562612
1597.000000,36.549214
1598.000000,36.541404
1599.000000,36.539188
1600.000000,36.542572
1601.000000,36.551554
1602.000000,36.566130
1603.000000,36.586292
1604.000000,36.612029
1605.000000,36.643323
1606.000000,36.680156
1607.000000,36.722503
1608.000000,36.770337
1609.000000,36.823626
1610.000000,36.882335
1611.000000,36.946424
1612.000000,37.015850
1613.000000,37.090567
1614.000000,37.170524
1615.000000,37.255666
1616.000000,37.345935
1617.000000,37.441271
1618.000000,37.541607
1619.000000,37.646874
1620.000000,37.757001
1621.000000,37.871912
1622.000000,37.991527
1623.000000,38.115765
1624.000000,38.244539
1625.000000,38.377761
1626.000000,38.515338
1627.000000,38.657175
1628.000000,38.803175
1629.000000,38.953236
1630.000000,39.107254
1631.000000,39.265123
1632.000000,39.426733
1633.000000,39.591972
1634.000000,39.760726
1635.000000,39.932878
1636.000000,40.108308
1637.000000,40.286895
1638.000000,40.468516
1639.000000,40.653043
1640.000000,40.840350
1641.000000,41.030308
1642.000000,41.222783
1643.000000,41.417644
1644.000000,41.614755
1645.000000,41.813980
1646.000000,42.015182
1647.000000,42.218222
1648.000000,42.422960
1649.000000,42.629253
1650.000000,42.836961
1651.000000,43.045941
1652.000000,43.256048
1653.000000,43.467138
1654.000000,43.679066
1655.000000,43.891688
1656.000000,44.104856
1657.000000,44.318426
1658.000000,44.532251
1659.000000,44.746186
1660.000000,44.960084
1661.000000,45.173799
1662.000000,45.387188
1663.000000,45.600103
1664.000000,45.812402
1665.000000,46.023940
1666.000000,46.234574
1667.000000,46.444163
1668.000000,46.652565
1669.000000,46.859640
1670.000000,47.065248
1671.000000,47.269253
1672.000000,47.471517
1673.000000,47.671907
1674.000000,47.870288
1675.000000,48.066528
1676.000000,48.260499
1677.000000,48.452070
1678.000000,48.641117
1679.000000,48.827515
1680.000000,49.011141
1681.000000,49.191876
1682.000000,49.369602
1683.000000,49.544203
1684.000000,49.715566
1685.000000,49.883581
1686.000000,50.048139
1687.000000,50.209136
1688.000000,50.366467
1689.000000,50.520034
1690.000000,50.669738
1691.000000,50.815487
1692.000000,50.957188
1693.000000,51.094752
1694.000000,51.228095
1695.000000,51.357135
1696.000000,51.481792
1697.000000,51.601990
1698.000000,51.717656
1699.000000,51.828722
1700.000000,51.935121
1701.000000,52.036790
1702.000000,52.133670
1703.000000,52.225705
1704.000000,52.312843
1705.000000,52.395034
1706.000000,52.472233
1707.000000,52.544397
1708.000000,52.611489
1709.000000,52.673473
1710.000000,52.730318
1711.000000,52.781995
1712.000000,52.828481
1713.000000,52.869754
1714.000000,52.905798
1715.000000,52.936598
1716.000000,52.962145
1717.000000,52.982432
1718.000000,52.997456
1719.000000,53.007217
1720.000000,53.011720
1721.000000,53.010971
1722.000000,53.004982
1723.000000,52.993767
1724.000000,52.977345
1725.000000,52.955735
1726.000000,52.928964
1727.000000,52.897059
1728.000000,52.860050
1729.000000,52.817974
1730.000000,52.770866
1731.000000,52.718770
1732.000000,52.661727
1733.000000,52.599787
1734.000000,52.532999
1735.000000,52.461416
1736.000000,52.385095
1737.000000,52.304095
1738.000000,52.218478
1739.000000,52.128309
1740.000000,52.033656
1741.000000,51.934589
1742.000000,51.831181
1743.000000,51.723508
1744.000000,51.611648
1745.000000,51.495681
1746.000000,51.375691
1747.000000,51.251763
1748.000000,51.123984
1749.000000,50.992445
1750.000000,50.857238
1751.000000,50.718456
1752.000000,50.576195
1753.000000,50.430554
1754.000000,50.281633
1755.000000,50.129533
1756.000000,49.974357
1757.000000,49.816211
1758.000000,49.655200
1759.000000,49.491434
1760.000000,49.325022
1761.000000,49.156075
1762.000000,48.984704
1763.000000,48.811024
1764.000000,48.635148
1765.000000,48.457193
1766.000000,48.277275
1767.000000,48.095510
1768.000000,47.912019
1769.000000,47.726919
1770.000000,47.540331
1771.000000,47.352374
1772.000000,47.163170
1773.000000,46.972839
1774.000000,46.781504
1775.000000,46.589287
1776.000000,46.396310
1777.000000,46.202695
1778.000000,46.008565
1779.000000,45.814042
1780.000000,45.619249
1781.000000,45.424307
1782.000000,45.229341
1783.000000,45.034470
1784.000000,44.839817
1785.000000,44.645503
1786.000000,44.451648
1787.000000,44.258373
1788.000000,44.065797
1789.000000,43.874039
1790.000000,43.683217
1791.000000,43.493448
1792.000000,43.304849
1793.000000,43.117536
1794.000000,42.931622
1795.000000,42.747222
1796.000000,42.564447
1797.000000,42.383409
1798.000000,42.204218
1799.000000,42.026982
1800.000000,41.851809
1801.000000,41.678804
1802.000000,41.508073
1803.000000,41.339717
1804.000000,41.173839
1805.000000,41.010538
1806.000000,40.849912
1807.000000,40.692057
1808.000000,40.537069
1809.000000,40.385040
1810.000000,40.236060
1811.000000,40.090219
1812.000000,39.947605
1813.000000,39.808301
1814.000000,39.672391
1815.000000,39.539957
1816.000000,39.411076
1817.000000,39.285826
1818.000000,39.164281
1819.000000,39.046513
1820.000000,38.932593
1821.000000,38.822588
1822.000000,38.716563
1823.000000,38.614581
1824.000000,38.516703
1825.000000,38.422988
1826.000000,38.333490
1827.000000,38.248263
1828.000000,38.167358
1829.000000,38.090823
1830.000000,38.018703
1831.000000,37.951042
1832.000000,37.887879
1833.000000,37.829253
1834.000000,37.775198
1835.000000,37.725747
1836.000000,37.680931
1837.000000,37.640774
1838.000000,37.605303
1839.000000,37.574539
1840.000000,37.548500
1841.000000,37.527203
1842.000000,37.510660
1843.000000,37.498882
1844.000000,37.491878
1845.000000,37.489652
1846.000000,37.492205
1847.000000,37.499538
1848.000000,37.511647
1849.000000,37.528526
1850.000000,37.550165
1851.000000,37.576552
1852.000000,37.607674
1853.000000,37.643511
1854.000000,37.684045
1855.000000,37.729252
1856.000000,37.779106
1857.000000,37.833578
1858.000000,37.892637
1859.000000,37.956249
1860.000000,38.024377
1861.000000,38.096981
1862.000000,38.174018
1863.000000,38.255445
1864.000000,38.341213
1865.000000,38.431271
1866.000000,38.525567
1867.000000,38.624045
1868.000000,38.726647
1869.000000,38.833312
1870.000000,38.943977
1871.000000,39.058576
1872.000000,39.177041
1873.000000,39.299300
1874.000000,39.425282
1875.000000,39.554910
1876.000000,39.688106
1877.000000,39.824791
1878.000000,39.964882
1879.000000,40.108294
1880.000000,40.254941
1881.000000,40.404733
1882.000000,40.557580
1883.000000,40.713388
1884.000000,40.872062
1885.000000,41.033506
1886.000000,41.197620
1887.000000,41.364303
1888.000000,41.533453
1889.000000,41.704965
1890.000000,41.878734
1891.000000,42.054651
1892.000000,42.232608
1893.000000,42.412493
1894.000000,42.594195
1895.000000,42.777599
1896.000000,42.962591
1897.000000,43.149055
1898.000000,43.336873
1899.000000,43.525926
1900.000000,43.716096
1901.000000,43.907260
1902.000000,44.099299
1903.000000,44.292089
1904.000000,44.485507
1905.000000,44.679429
1906.000000,44.873732
1907.000000,45.068289
1908.000000,45.262976
1909.000000,45.457665
1910.000000,45.652232
1911.000000,45.846550
1912.000000,46.040491
1913.000000,46.233929
1914.000000,46.426738
1915.000000,46.618790
1916.000000,46.809960
1917.000000,47.000120
1918.000000,47.189145
1919.000000,47.376909
1920.000000,47.563288
1921.000000,47.748156
1922.000000,47.931389
1923.000000,48.112866
1924.000000,48.292463
1925.000000,48.470059
1926.000000,48.645533
1927.000000,48.818767
1928.000000,48.989642
1929.000000,49.158041
1930.000000,49.323849
1931.000000,49.486951
1932.000000,49.647235
1933.000000,49.804590
1934.000000,49.958906
1935.000000,50.110076
1936.000000,50.257993
1937.000000,50.402554
1938.000000,50.543657
1939.000000,50.681201
1940.000000,50.815089
1941.000000,50.945226
1942.000000,51.071517
1943.000000,51.193872
1944.000000,51.312202
1945.000000,51.426422
1946.000000,51.536447
1947.000000,51.642197
1948.000000,51.743594
1949.000000,51.840561
1950.000000,51.933028
1951.000000,52.020923
1952.000000,52.104180
1953.000000,52.182736
1954.000000,52.256530
1955.000000,52.325503
1956.000000,52.389602
1957.000000,52.448776
1958.000000,52.502976
1959.000000,52.552159
1960.000000,52.596282
1961.000000,52.635308
1962.000000,52.669202
1963.000000,52.697934
1964.000000,52.721476
1965.000000,52.739804
1966.000000,52.752898
1967.000000,52.760741
1968.000000,52.763319
1969.000000,52.760625
1970.000000,52.752650
1971.000000,52.739395
1972.000000,52.720859
1973.000000,52.697048
1974.000000,52.667971
1975.000000,52.633641
1976.000000,52.594073
1977.000000,52.549289
1978.000000,52.499311
1979.000000,52.444167
1980.000000,52.383889
1981.000000,52.318511
1982.000000,52.248071
1983.000000,52.172611
1984.000000,52.092178
1985.000000,52.006820
1986.000000,51.916591
1987.000000,51.821547
1988.000000,51.721747
1989.000000,51.617255
1990.000000,51.508139
1991.000000,51.394467
1992.000000,51.276314
1993.000000,51.153756
1994.000000,51.026874
1995.000000,50.895751
1996.000000,50.760473
1997.000000,50.621130
1998.000000,50.477815
1999.000000,50.330622
2000.000000,50.179650
2001.000000,50.025001
2002.000000,49.866778
2003.000000,49.705088
2004.000000,49.540040
2005.000000,49.371747
2006.000000,49.200322
2007.000000,49.025882
2008.000000,48.848546
2009.000000,48.668435
2010.000000,48.485672
2011.000000,48.300383
2012.000000,48.112695
2013.000000,47.922736
2014.000000,47.730638
2015.000000,47.536533
2016.000000,47.340556
2017.000000,47.142840
2018.000000,46.943524
2019.000000,46.742745
2020.000000,46.540643
2021.000000,46.337358
2022.000000,46.133031
2023.000000,45.927804
2024.000000,45.721820
2025.000000,45.515222
2026.000000,45.308155
2027.000000,45.100762
2028.000000,44.893188
2029.000000,44.685579
2030.000000,44.478079
2031.000000,44.270832
2032.000000,44.063985
2033.000000,43.857681
2034.000000,43.652064
2035.000000,43.447279
2036.000000,43.243468
2037.000000,43.040774
2038.000000,42.839338
2039.000000,42.639302
2040.000000,42.440806
2041.000000,42.243987
2042.000000,42.048984
2043.000000,41.855933
2044.000000,41.664968
2045.000000,41.476223
2046.000000,41.289831
2047.000000,41.105919
2048.000000,40.924618
2049.000000,40.746053
2050.000000,40.570348
2051.000000,40.397626
2052.000000,40.228007
2053.000000,40.061609
2054.000000,39.898547
2055.000000,39.738933
2056.000000,39.582880
2057.000000,39.430494
2058.000000,39.281880
2059.000000,39.137142
2060.000000,38.996379
2061.000000,38.859688
2062.000000,38.727161
2063.000000,38.598892
2064.000000,38.474966
2065.000000,38.355468
2066.000000,38.240481
2067.000000,38.130081
2068.000000,38.024344
2069.000000,37.923340
2070.000000,37.827139
2071.000000,37.735804
2072.000000,37.649396
2073.000000,37.567972
2074.000000,37.491587
2075.000000,37.420290
2076.000000,37.354129
2077.000000,37.293146
2078.000000,37.237380
2079.000000,37.186866
2080.000000,37.141637
2081.000000,37.101720
2082.000000,37.067140
2083.000000,37.037916
2084.000000,37.014066
2085.000000,36.995602
2086.000000,36.982533
2087.000000,36.974864
2088.000000,36.972598
2089.000000,36.975731
2090.000000,36.984258
2091.000000,36.998168
2092.000000,37.017448
2093.000000,37.042081
2094.000000,37.072046
2095.000000,37.107317
2096.000000,37.147867
2097.000000,37.193664
2098.000000,37.244673
2099.000000,37.300853
2100.000000,37.362163
2101.000000,37.428556
2102.000000,37.499983
2103.000000,37.576392
2104.000000,37.657725
2105.000000,37.743925
2106.000000,37.834927
2107.000000,37.930665
2108.000000,38.031072
2109.000000,38.136075
2110.000000,38.245599
2111.000000,38.359566
2112.000000,38.477895
2113.000000,38.600502
2114.000000,38.727301
2115.000000,38.858203
2116.000000,38.993116
2117.000000,39.131947
2118.000000,39.274597
2119.000000,39.420969
2120.000000,39.570962
2121.000000,39.724470
2122.000000,39.881389
2123.000000,40.041612
2124.000000,40.205028
2125.000000,40.371525
2126.000000,40.540991
2127.000000,40.713309
2128.000000,40.888364
2129.000000,41.066037
2130.000000,41.246208
2131.000000,41.428755
2132.000000,41.613557
2133.000000,41.800490
2134.000000,41.989428
2135.000000,42.180245
2136.000000,42.372816
2137.000000,42.567011
2138.000000,42.762703
2139.000000,42.959763
2140.000000,43.158060
2141.000000,43.357465
2142.000000,43.557846
2143.000000,43.759073
2144.000000,43.961015
2145.000000,44.163540
2146.000000,44.366516
2147.000000,44.569812
2148.000000,44.773297
2149.000000,44.976839
2150.000000,45.180308
2151.000000,45.383573
2152.000000,45.586503
2153.000000,45.788970
2154.000000,45.990844
2155.000000,46.191997
2156.000000,46.392302
2157.000000,46.591631
2158.000000,46.789858
2159.000000,46.986860
2160.000000,47.182511
2161.000000,47.376690
2162.000000,47.569275
2163.000000,47.760146
2164.000000,47.949184
2165.000000,48.136272
2166.000000,48.321293
2167.000000,48.504133
2168.000000,48.684680
2169.000000,48.862822
2170.000000,49.038451
2171.000000,49.211458
2172.000000,49.381737
2173.000000,49.549186
2174.000000,49.713702
2175.000000,49.875185
2176.000000,50.033537
2177.000000,50.188664
2178.000000,50.340471
2179.000000,50.488868
2180.000000,50.633764
2181.000000,50.775075
2182.000000,50.912714
2183.000000,51.046601
2184.000000,51.176656
2185.000000,51.302802
2186.000000,51.424964
2187.000000,51.543070
2188.000000,51.657052
2189.000000,51.766842
2190.000000,51.872375
2191.000000,51.973591
2192.000000,52.070431
2193.000000,52.162839
2194.000000,52.250760
2195.000000,52.334145
2196.000000,52.412946
2197.000000,52.487118
2198.000000,52.556618
2199.000000,52.621407
2200.000000,52.681449
2201.000000,52.736710
2202.000000,52.787159
2203.000000,52.832767
2204.000000,52.873511
2205.000000,52.909368
2206.000000,52.940319
2207.000000,52.966346
2208.000000,52.987438
2209.000000,53.003582
2210.000000,53.014772
2211.000000,53.021003
2212.000000,53.022273
2213.000000,53.018583
2214.000000,53.009937
2215.000000,52.996341
2216.000000,52.977806
2217.000000,52.954343
2218.000000,52.925969
2219.000000,52.892701
2220.000000,52.854560
2221.000000,52.811571
2222.000000,52.763760
2223.000000,52.711156
2224.000000,52.653791
2225.000000,52.591701
2226.000000,52.524923
2227.000000,52.453497
2228.000000,52.377467
2229.000000,52.296877
2230.000000,52.211776
2231.000000,52.122215
2232.000000,52.028247
2233.000000,51.929929
2234.000000,51.827318
2235.000000,51.720475
2236.000000,51.609464
2237.000000,51.494351
2238.000000,51.375203
2239.000000,51.252091
2240.000000,51.125088
2241.000000,50.994268
2242.000000,50.859709
2243.000000,50.721491
2244.000000,50.579694
2245.000000,50.434402
2246.000000,50.285701
2247.000000,50.133679
2248.000000,49.978426
2249.000000,49.820032
2250.000000,49.658591
2251.000000,49.494199
2252.000000,49.326953
2253.000000,49.156951
2254.000000,48.984294
2255.000000,48.809084
2256.000000,48.631424
2257.000000,48.451421
2258.000000,48.269179
2259.000000,48.084808
2260.000000,47.898417
2261.000000,47.710117
2262.000000,47.520019
2263.000000,47.328237
2264.000000,47.134885
2265.000000,46.940078
2266.000000,46.743933
2267.000000,46.546567
2268.000000,46.348099
