source_file,source_sheet,wavenumber_cm^-1,reflectance_pct
sic_10deg_synthetic.csv,sic_10deg_synthetic,1038.0,43.568701
sic_10deg_synthetic.csv,sic_10deg_synthetic,1039.0,43.382843
sic_10deg_synthetic.csv,sic_10deg_synthetic,1040.0,43.198033
sic_10deg_synthetic.csv,sic_10deg_synthetic,1041.0,43.014388
sic_10deg_synthetic.csv,sic_10deg_synthetic,1042.0,42.83202
sic_10deg_synthetic.csv,sic_10deg_synthetic,1043.0,42.651044
sic_10deg_synthetic.csv,sic_10deg_synthetic,1044.0,42.471571
sic_10deg_synthetic.csv,sic_10deg_synthetic,1045.0,42.293713
sic_10deg_synthetic.csv,sic_10deg_synthetic,1046.0,42.117582
sic_10deg_synthetic.csv,sic_10deg_synthetic,1047.0,41.943285
sic_10deg_synthetic.csv,sic_10deg_synthetic,1048.0,41.770933
sic_10deg_synthetic.csv,sic_10deg_synthetic,1049.0,41.600632
sic_10deg_synthetic.csv,sic_10deg_synthetic,1050.0,41.432489
sic_10deg_synthetic.csv,sic_10deg_synthetic,1051.0,41.266609
sic_10deg_synthetic.csv,sic_10deg_synthetic,1052.0,41.103095
sic_10deg_synthetic.csv,sic_10deg_synthetic,1053.0,40.942051
sic_10deg_synthetic.csv,sic_10deg_synthetic,1054.0,40.783576
sic_10deg_synthetic.csv,sic_10deg_synthetic,1055.0,40.627771
sic_10deg_synthetic.csv,sic_10deg_synthetic,1056.0,40.474734
sic_10deg_synthetic.csv,sic_10deg_synthetic,1057.0,40.32456
sic_10deg_synthetic.csv,sic_10deg_synthetic,1058.0,40.177346
sic_10deg_synthetic.csv,sic_10deg_synthetic,1059.0,40.033183
sic_10deg_synthetic.csv,sic_10deg_synthetic,1060.0,39.892164
sic_10deg_synthetic.csv,sic_10deg_synthetic,1061.0,39.754379
sic_10deg_synthetic.csv,sic_10deg_synthetic,1062.0,39.619914
sic_10deg_synthetic.csv,sic_10deg_synthetic,1063.0,39.488855
sic_10deg_synthetic.csv,sic_10deg_synthetic,1064.0,39.361288
sic_10deg_synthetic.csv,sic_10deg_synthetic,1065.0,39.237293
sic_10deg_synthetic.csv,sic_10deg_synthetic,1066.0,39.116951
sic_10deg_synthetic.csv,sic_10deg_synthetic,1067.0,39.000339
sic_10deg_synthetic.csv,sic_10deg_synthetic,1068.0,38.887534
sic_10deg_synthetic.csv,sic_10deg_synthetic,1069.0,38.778608
sic_10deg_synthetic.csv,sic_10deg_synthetic,1070.0,38.673633
sic_10deg_synthetic.csv,sic_10deg_synthetic,1071.0,38.572679
sic_10deg_synthetic.csv,sic_10deg_synthetic,1072.0,38.475811
sic_10deg_synthetic.csv,sic_10deg_synthetic,1073.0,38.383094
sic_10deg_synthetic.csv,sic_10deg_synthetic,1074.0,38.294591
sic_10deg_synthetic.csv,sic_10deg_synthetic,1075.0,38.21036
sic_10deg_synthetic.csv,sic_10deg_synthetic,1076.0,38.130459
sic_10deg_synthetic.csv,sic_10deg_synthetic,1077.0,38.054942
sic_10deg_synthetic.csv,sic_10deg_synthetic,1078.0,37.983861
sic_10deg_synthetic.csv,sic_10deg_synthetic,1079.0,37.917266
sic_10deg_synthetic.csv,sic_10deg_synthetic,1080.0,37.855203
sic_10deg_synthetic.csv,sic_10deg_synthetic,1081.0,37.797717
sic_10deg_synthetic.csv,sic_10deg_synthetic,1082.0,37.744848
sic_10deg_synthetic.csv,sic_10deg_synthetic,1083.0,37.696636
sic_10deg_synthetic.csv,sic_10deg_synthetic,1084.0,37.653117
sic_10deg_synthetic.csv,sic_10deg_synthetic,1085.0,37.614322
sic_10deg_synthetic.csv,sic_10deg_synthetic,1086.0,37.580284
sic_10deg_synthetic.csv,sic_10deg_synthetic,1087.0,37.551029
sic_10deg_synthetic.csv,sic_10deg_synthetic,1088.0,37.526582
sic_10deg_synthetic.csv,sic_10deg_synthetic,1089.0,37.506964
sic_10deg_synthetic.csv,sic_10deg_synthetic,1090.0,37.492195
sic_10deg_synthetic.csv,sic_10deg_synthetic,1091.0,37.482289
sic_10deg_synthetic.csv,sic_10deg_synthetic,1092.0,37.477261
sic_10deg_synthetic.csv,sic_10deg_synthetic,1093.0,37.47712
sic_10deg_synthetic.csv,sic_10deg_synthetic,1094.0,37.481873
sic_10deg_synthetic.csv,sic_10deg_synthetic,1095.0,37.491524
sic_10deg_synthetic.csv,sic_10deg_synthetic,1096.0,37.506073
sic_10deg_synthetic.csv,sic_10deg_synthetic,1097.0,37.52552
sic_10deg_synthetic.csv,sic_10deg_synthetic,1098.0,37.549857
sic_10deg_synthetic.csv,sic_10deg_synthetic,1099.0,37.579079
sic_10deg_synthetic.csv,sic_10deg_synthetic,1100.0,37.613172
sic_10deg_synthetic.csv,sic_10deg_synthetic,1101.0,37.652123
sic_10deg_synthetic.csv,sic_10deg_synthetic,1102.0,37.695914
sic_10deg_synthetic.csv,sic_10deg_synthetic,1103.0,37.744525
sic_10deg_synthetic.csv,sic_10deg_synthetic,1104.0,37.797932
sic_10deg_synthetic.csv,sic_10deg_synthetic,1105.0,37.85611
sic_10deg_synthetic.csv,sic_10deg_synthetic,1106.0,37.919027
sic_10deg_synthetic.csv,sic_10deg_synthetic,1107.0,37.986652
sic_10deg_synthetic.csv,sic_10deg_synthetic,1108.0,38.058949
sic_10deg_synthetic.csv,sic_10deg_synthetic,1109.0,38.135878
sic_10deg_synthetic.csv,sic_10deg_synthetic,1110.0,38.217399
sic_10deg_synthetic.csv,sic_10deg_synthetic,1111.0,38.303466
sic_10deg_synthetic.csv,sic_10deg_synthetic,1112.0,38.394031
sic_10deg_synthetic.csv,sic_10deg_synthetic,1113.0,38.489045
sic_10deg_synthetic.csv,sic_10deg_synthetic,1114.0,38.588452
sic_10deg_synthetic.csv,sic_10deg_synthetic,1115.0,38.692196
sic_10deg_synthetic.csv,sic_10deg_synthetic,1116.0,38.800219
sic_10deg_synthetic.csv,sic_10deg_synthetic,1117.0,38.912456
sic_10deg_synthetic.csv,sic_10deg_synthetic,1118.0,39.028843
sic_10deg_synthetic.csv,sic_10deg_synthetic,1119.0,39.149312
sic_10deg_synthetic.csv,sic_10deg_synthetic,1120.0,39.273791
sic_10deg_synthetic.csv,sic_10deg_synthetic,1121.0,39.402207
sic_10deg_synthetic.csv,sic_10deg_synthetic,1122.0,39.534484
sic_10deg_synthetic.csv,sic_10deg_synthetic,1123.0,39.670541
sic_10deg_synthetic.csv,sic_10deg_synthetic,1124.0,39.810298
sic_10deg_synthetic.csv,sic_10deg_synthetic,1125.0,39.953669
sic_10deg_synthetic.csv,sic_10deg_synthetic,1126.0,40.100568
sic_10deg_synthetic.csv,sic_10deg_synthetic,1127.0,40.250905
sic_10deg_synthetic.csv,sic_10deg_synthetic,1128.0,40.404588
sic_10deg_synthetic.csv,sic_10deg_synthetic,1129.0,40.561522
sic_10deg_synthetic.csv,sic_10deg_synthetic,1130.0,40.72161
sic_10deg_synthetic.csv,sic_10deg_synthetic,1131.0,40.884754
sic_10deg_synthetic.csv,sic_10deg_synthetic,1132.0,41.050852
sic_10deg_synthetic.csv,sic_10deg_synthetic,1133.0,41.219799
sic_10deg_synthetic.csv,sic_10deg_synthetic,1134.0,41.391491
sic_10deg_synthetic.csv,sic_10deg_synthetic,1135.0,41.565819
sic_10deg_synthetic.csv,sic_10deg_synthetic,1136.0,41.742672
sic_10deg_synthetic.csv,sic_10deg_synthetic,1137.0,41.92194
sic_10deg_synthetic.csv,sic_10deg_synthetic,1138.0,42.103508
sic_10deg_synthetic.csv,sic_10deg_synthetic,1139.0,42.28726
sic_10deg_synthetic.csv,sic_10deg_synthetic,1140.0,42.473079
sic_10deg_synthetic.csv,sic_10deg_synthetic,1141.0,42.660845
sic_10deg_synthetic.csv,sic_10deg_synthetic,1142.0,42.850438
sic_10deg_synthetic.csv,sic_10deg_synthetic,1143.0,43.041735
sic_10deg_synthetic.csv,sic_10deg_synthetic,1144.0,43.234613
sic_10deg_synthetic.csv,sic_10deg_synthetic,1145.0,43.428946
sic_10deg_synthetic.csv,sic_10deg_synthetic,1146.0,43.624607
sic_10deg_synthetic.csv,sic_10deg_synthetic,1147.0,43.821469
sic_10deg_synthetic.csv,sic_10deg_synthetic,1148.0,44.019402
sic_10deg_synthetic.csv,sic_10deg_synthetic,1149.0,44.218277
sic_10deg_synthetic.csv,sic_10deg_synthetic,1150.0,44.417962
sic_10deg_synthetic.csv,sic_10deg_synthetic,1151.0,44.618325
sic_10deg_synthetic.csv,sic_10deg_synthetic,1152.0,44.819234
sic_10deg_synthetic.csv,sic_10deg_synthetic,1153.0,45.020556
sic_10deg_synthetic.csv,sic_10deg_synthetic,1154.0,45.222155
sic_10deg_synthetic.csv,sic_10deg_synthetic,1155.0,45.423897
sic_10deg_synthetic.csv,sic_10deg_synthetic,1156.0,45.625647
sic_10deg_synthetic.csv,sic_10deg_synthetic,1157.0,45.82727
sic_10deg_synthetic.csv,sic_10deg_synthetic,1158.0,46.028629
sic_10deg_synthetic.csv,sic_10deg_synthetic,1159.0,46.229588
sic_10deg_synthetic.csv,sic_10deg_synthetic,1160.0,46.430012
sic_10deg_synthetic.csv,sic_10deg_synthetic,1161.0,46.629765
sic_10deg_synthetic.csv,sic_10deg_synthetic,1162.0,46.82871
sic_10deg_synthetic.csv,sic_10deg_synthetic,1163.0,47.026711
sic_10deg_synthetic.csv,sic_10deg_synthetic,1164.0,47.223633
sic_10deg_synthetic.csv,sic_10deg_synthetic,1165.0,47.419341
sic_10deg_synthetic.csv,sic_10deg_synthetic,1166.0,47.6137
sic_10deg_synthetic.csv,sic_10deg_synthetic,1167.0,47.806577
sic_10deg_synthetic.csv,sic_10deg_synthetic,1168.0,47.997837
sic_10deg_synthetic.csv,sic_10deg_synthetic,1169.0,48.187349
sic_10deg_synthetic.csv,sic_10deg_synthetic,1170.0,48.37498
sic_10deg_synthetic.csv,sic_10deg_synthetic,1171.0,48.5606
sic_10deg_synthetic.csv,sic_10deg_synthetic,1172.0,48.744079
sic_10deg_synthetic.csv,sic_10deg_synthetic,1173.0,48.925289
sic_10deg_synthetic.csv,sic_10deg_synthetic,1174.0,49.104102
sic_10deg_synthetic.csv,sic_10deg_synthetic,1175.0,49.280392
sic_10deg_synthetic.csv,sic_10deg_synthetic,1176.0,49.454035
sic_10deg_synthetic.csv,sic_10deg_synthetic,1177.0,49.624908
sic_10deg_synthetic.csv,sic_10deg_synthetic,1178.0,49.79289
sic_10deg_synthetic.csv,sic_10deg_synthetic,1179.0,49.957862
sic_10deg_synthetic.csv,sic_10deg_synthetic,1180.0,50.119704
sic_10deg_synthetic.csv,sic_10deg_synthetic,1181.0,50.278303
sic_10deg_synthetic.csv,sic_10deg_synthetic,1182.0,50.433543
sic_10deg_synthetic.csv,sic_10deg_synthetic,1183.0,50.585314
sic_10deg_synthetic.csv,sic_10deg_synthetic,1184.0,50.733505
sic_10deg_synthetic.csv,sic_10deg_synthetic,1185.0,50.878009
sic_10deg_synthetic.csv,sic_10deg_synthetic,1186.0,51.018722
sic_10deg_synthetic.csv,sic_10deg_synthetic,1187.0,51.155541
sic_10deg_synthetic.csv,sic_10deg_synthetic,1188.0,51.288365
sic_10deg_synthetic.csv,sic_10deg_synthetic,1189.0,51.417099
sic_10deg_synthetic.csv,sic_10deg_synthetic,1190.0,51.541646
sic_10deg_synthetic.csv,sic_10deg_synthetic,1191.0,51.661914
sic_10deg_synthetic.csv,sic_10deg_synthetic,1192.0,51.777816
sic_10deg_synthetic.csv,sic_10deg_synthetic,1193.0,51.889264
sic_10deg_synthetic.csv,sic_10deg_synthetic,1194.0,51.996176
sic_10deg_synthetic.csv,sic_10deg_synthetic,1195.0,52.09847
sic_10deg_synthetic.csv,sic_10deg_synthetic,1196.0,52.19607
sic_10deg_synthetic.csv,sic_10deg_synthetic,1197.0,52.288902
sic_10deg_synthetic.csv,sic_10deg_synthetic,1198.0,52.376895
sic_10deg_synthetic.csv,sic_10deg_synthetic,1199.0,52.459982
sic_10deg_synthetic.csv,sic_10deg_synthetic,1200.0,52.538099
sic_10deg_synthetic.csv,sic_10deg_synthetic,1201.0,52.611184
sic_10deg_synthetic.csv,sic_10deg_synthetic,1202.0,52.679182
sic_10deg_synthetic.csv,sic_10deg_synthetic,1203.0,52.742037
sic_10deg_synthetic.csv,sic_10deg_synthetic,1204.0,52.7997
sic_10deg_synthetic.csv,sic_10deg_synthetic,1205.0,52.852125
sic_10deg_synthetic.csv,sic_10deg_synthetic,1206.0,52.899267
sic_10deg_synthetic.csv,sic_10deg_synthetic,1207.0,52.941089
sic_10deg_synthetic.csv,sic_10deg_synthetic,1208.0,52.977555
sic_10deg_synthetic.csv,sic_10deg_synthetic,1209.0,53.008632
sic_10deg_synthetic.csv,sic_10deg_synthetic,1210.0,53.034294
sic_10deg_synthetic.csv,sic_10deg_synthetic,1211.0,53.054515
sic_10deg_synthetic.csv,sic_10deg_synthetic,1212.0,53.069275
sic_10deg_synthetic.csv,sic_10deg_synthetic,1213.0,53.078559
sic_10deg_synthetic.csv,sic_10deg_synthetic,1214.0,53.082353
sic_10deg_synthetic.csv,sic_10deg_synthetic,1215.0,53.080649
sic_10deg_synthetic.csv,sic_10deg_synthetic,1216.0,53.073441
sic_10deg_synthetic.csv,sic_10deg_synthetic,1217.0,53.06073
sic_10deg_synthetic.csv,sic_10deg_synthetic,1218.0,53.042518
sic_10deg_synthetic.csv,sic_10deg_synthetic,1219.0,53.018812
sic_10deg_synthetic.csv,sic_10deg_synthetic,1220.0,52.989624
sic_10deg_synthetic.csv,sic_10deg_synthetic,1221.0,52.954967
sic_10deg_synthetic.csv,sic_10deg_synthetic,1222.0,52.914861
sic_10deg_synthetic.csv,sic_10deg_synthetic,1223.0,52.869329
sic_10deg_synthetic.csv,sic_10deg_synthetic,1224.0,52.818397
sic_10deg_synthetic.csv,sic_10deg_synthetic,1225.0,52.762096
sic_10deg_synthetic.csv,sic_10deg_synthetic,1226.0,52.70046
sic_10deg_synthetic.csv,sic_10deg_synthetic,1227.0,52.633527
sic_10deg_synthetic.csv,sic_10deg_synthetic,1228.0,52.561339
sic_10deg_synthetic.csv,sic_10deg_synthetic,1229.0,52.483943
sic_10deg_synthetic.csv,sic_10deg_synthetic,1230.0,52.401388
sic_10deg_synthetic.csv,sic_10deg_synthetic,1231.0,52.313727
sic_10deg_synthetic.csv,sic_10deg_synthetic,1232.0,52.221017
sic_10deg_synthetic.csv,sic_10deg_synthetic,1233.0,52.123319
sic_10deg_synthetic.csv,sic_10deg_synthetic,1234.0,52.020698
sic_10deg_synthetic.csv,sic_10deg_synthetic,1235.0,51.913221
sic_10deg_synthetic.csv,sic_10deg_synthetic,1236.0,51.80096
sic_10deg_synthetic.csv,sic_10deg_synthetic,1237.0,51.683989
sic_10deg_synthetic.csv,sic_10deg_synthetic,1238.0,51.562388
sic_10deg_synthetic.csv,sic_10deg_synthetic,1239.0,51.436237
sic_10deg_synthetic.csv,sic_10deg_synthetic,1240.0,51.305623
sic_10deg_synthetic.csv,sic_10deg_synthetic,1241.0,51.170632
sic_10deg_synthetic.csv,sic_10deg_synthetic,1242.0,51.031357
sic_10deg_synthetic.csv,sic_10deg_synthetic,1243.0,50.887891
sic_10deg_synthetic.csv,sic_10deg_synthetic,1244.0,50.740334
sic_10deg_synthetic.csv,sic_10deg_synthetic,1245.0,50.588784
sic_10deg_synthetic.csv,sic_10deg_synthetic,1246.0,50.433346
sic_10deg_synthetic.csv,sic_10deg_synthetic,1247.0,50.274126
sic_10deg_synthetic.csv,sic_10deg_synthetic,1248.0,50.111233
sic_10deg_synthetic.csv,sic_10deg_synthetic,1249.0,49.944778
sic_10deg_synthetic.csv,sic_10deg_synthetic,1250.0,49.774876
sic_10deg_synthetic.csv,sic_10deg_synthetic,1251.0,49.601644
sic_10deg_synthetic.csv,sic_10deg_synthetic,1252.0,49.4252
sic_10deg_synthetic.csv,sic_10deg_synthetic,1253.0,49.245666
sic_10deg_synthetic.csv,sic_10deg_synthetic,1254.0,49.063165
sic_10deg_synthetic.csv,sic_10deg_synthetic,1255.0,48.877825
sic_10deg_synthetic.csv,sic_10deg_synthetic,1256.0,48.689771
sic_10deg_synthetic.csv,sic_10deg_synthetic,1257.0,48.499134
sic_10deg_synthetic.csv,sic_10deg_synthetic,1258.0,48.306046
sic_10deg_synthetic.csv,sic_10deg_synthetic,1259.0,48.11064
sic_10deg_synthetic.csv,sic_10deg_synthetic,1260.0,47.91305
sic_10deg_synthetic.csv,sic_10deg_synthetic,1261.0,47.713414
sic_10deg_synthetic.csv,sic_10deg_synthetic,1262.0,47.511869
sic_10deg_synthetic.csv,sic_10deg_synthetic,1263.0,47.308554
sic_10deg_synthetic.csv,sic_10deg_synthetic,1264.0,47.103611
sic_10deg_synthetic.csv,sic_10deg_synthetic,1265.0,46.89718
sic_10deg_synthetic.csv,sic_10deg_synthetic,1266.0,46.689404
sic_10deg_synthetic.csv,sic_10deg_synthetic,1267.0,46.480427
sic_10deg_synthetic.csv,sic_10deg_synthetic,1268.0,46.270392
sic_10deg_synthetic.csv,sic_10deg_synthetic,1269.0,46.059446
sic_10deg_synthetic.csv,sic_10deg_synthetic,1270.0,45.847733
sic_10deg_synthetic.csv,sic_10deg_synthetic,1271.0,45.6354
sic_10deg_synthetic.csv,sic_10deg_synthetic,1272.0,45.422593
sic_10deg_synthetic.csv,sic_10deg_synthetic,1273.0,45.209459
sic_10deg_synthetic.csv,sic_10deg_synthetic,1274.0,44.996144
sic_10deg_synthetic.csv,sic_10deg_synthetic,1275.0,44.782795
sic_10deg_synthetic.csv,sic_10deg_synthetic,1276.0,44.56956
sic_10deg_synthetic.csv,sic_10deg_synthetic,1277.0,44.356584
sic_10deg_synthetic.csv,sic_10deg_synthetic,1278.0,44.144014
sic_10deg_synthetic.csv,sic_10deg_synthetic,1279.0,43.931996
sic_10deg_synthetic.csv,sic_10deg_synthetic,1280.0,43.720675
sic_10deg_synthetic.csv,sic_10deg_synthetic,1281.0,43.510197
sic_10deg_synthetic.csv,sic_10deg_synthetic,1282.0,43.300705
sic_10deg_synthetic.csv,sic_10deg_synthetic,1283.0,43.092342
sic_10deg_synthetic.csv,sic_10deg_synthetic,1284.0,42.88525
sic_10deg_synthetic.csv,sic_10deg_synthetic,1285.0,42.679572
sic_10deg_synthetic.csv,sic_10deg_synthetic,1286.0,42.475447
sic_10deg_synthetic.csv,sic_10deg_synthetic,1287.0,42.273013
sic_10deg_synthetic.csv,sic_10deg_synthetic,1288.0,42.07241
sic_10deg_synthetic.csv,sic_10deg_synthetic,1289.0,41.873772
sic_10deg_synthetic.csv,sic_10deg_synthetic,1290.0,41.677234
sic_10deg_synthetic.csv,sic_10deg_synthetic,1291.0,41.482929
sic_10deg_synthetic.csv,sic_10deg_synthetic,1292.0,41.290989
sic_10deg_synthetic.csv,sic_10deg_synthetic,1293.0,41.101543
sic_10deg_synthetic.csv,sic_10deg_synthetic,1294.0,40.914718
sic_10deg_synthetic.csv,sic_10deg_synthetic,1295.0,40.730641
sic_10deg_synthetic.csv,sic_10deg_synthetic,1296.0,40.549433
sic_10deg_synthetic.csv,sic_10deg_synthetic,1297.0,40.371218
sic_10deg_synthetic.csv,sic_10deg_synthetic,1298.0,40.196113
sic_10deg_synthetic.csv,sic_10deg_synthetic,1299.0,40.024236
sic_10deg_synthetic.csv,sic_10deg_synthetic,1300.0,39.8557
sic_10deg_synthetic.csv,sic_10deg_synthetic,1301.0,39.690618
sic_10deg_synthetic.csv,sic_10deg_synthetic,1302.0,39.529098
sic_10deg_synthetic.csv,sic_10deg_synthetic,1303.0,39.371248
sic_10deg_synthetic.csv,sic_10deg_synthetic,1304.0,39.217171
sic_10deg_synthetic.csv,sic_10deg_synthetic,1305.0,39.066969
sic_10deg_synthetic.csv,sic_10deg_synthetic,1306.0,38.920739
sic_10deg_synthetic.csv,sic_10deg_synthetic,1307.0,38.778577
sic_10deg_synthetic.csv,sic_10deg_synthetic,1308.0,38.640575
sic_10deg_synthetic.csv,sic_10deg_synthetic,1309.0,38.506823
sic_10deg_synthetic.csv,sic_10deg_synthetic,1310.0,38.377407
sic_10deg_synthetic.csv,sic_10deg_synthetic,1311.0,38.252411
sic_10deg_synthetic.csv,sic_10deg_synthetic,1312.0,38.131913
sic_10deg_synthetic.csv,sic_10deg_synthetic,1313.0,38.015991
sic_10deg_synthetic.csv,sic_10deg_synthetic,1314.0,37.904719
sic_10deg_synthetic.csv,sic_10deg_synthetic,1315.0,37.798166
sic_10deg_synthetic.csv,sic_10deg_synthetic,1316.0,37.696399
sic_10deg_synthetic.csv,sic_10deg_synthetic,1317.0,37.599482
sic_10deg_synthetic.csv,sic_10deg_synthetic,1318.0,37.507474
sic_10deg_synthetic.csv,sic_10deg_synthetic,1319.0,37.420433
sic_10deg_synthetic.csv,sic_10deg_synthetic,1320.0,37.33841
sic_10deg_synthetic.csv,sic_10deg_synthetic,1321.0,37.261456
sic_10deg_synthetic.csv,sic_10deg_synthetic,1322.0,37.189616
sic_10deg_synthetic.csv,sic_10deg_synthetic,1323.0,37.122934
sic_10deg_synthetic.csv,sic_10deg_synthetic,1324.0,37.061446
sic_10deg_synthetic.csv,sic_10deg_synthetic,1325.0,37.00519
sic_10deg_synthetic.csv,sic_10deg_synthetic,1326.0,36.954195
sic_10deg_synthetic.csv,sic_10deg_synthetic,1327.0,36.908491
sic_10deg_synthetic.csv,sic_10deg_synthetic,1328.0,36.868101
sic_10deg_synthetic.csv,sic_10deg_synthetic,1329.0,36.833047
sic_10deg_synthetic.csv,sic_10deg_synthetic,1330.0,36.803345
sic_10deg_synthetic.csv,sic_10deg_synthetic,1331.0,36.779008
sic_10deg_synthetic.csv,sic_10deg_synthetic,1332.0,36.760047
sic_10deg_synthetic.csv,sic_10deg_synthetic,1333.0,36.746467
sic_10deg_synthetic.csv,sic_10deg_synthetic,1334.0,36.738272
sic_10deg_synthetic.csv,sic_10deg_synthetic,1335.0,36.735459
sic_10deg_synthetic.csv,sic_10deg_synthetic,1336.0,36.738025
sic_10deg_synthetic.csv,sic_10deg_synthetic,1337.0,36.745961
sic_10deg_synthetic.csv,sic_10deg_synthetic,1338.0,36.759255
sic_10deg_synthetic.csv,sic_10deg_synthetic,1339.0,36.777892
sic_10deg_synthetic.csv,sic_10deg_synthetic,1340.0,36.801853
sic_10deg_synthetic.csv,sic_10deg_synthetic,1341.0,36.831116
sic_10deg_synthetic.csv,sic_10deg_synthetic,1342.0,36.865655
sic_10deg_synthetic.csv,sic_10deg_synthetic,1343.0,36.905441
sic_10deg_synthetic.csv,sic_10deg_synthetic,1344.0,36.95044
sic_10deg_synthetic.csv,sic_10deg_synthetic,1345.0,37.000618
sic_10deg_synthetic.csv,sic_10deg_synthetic,1346.0,37.055935
sic_10deg_synthetic.csv,sic_10deg_synthetic,1347.0,37.116348
sic_10deg_synthetic.csv,sic_10deg_synthetic,1348.0,37.181811
sic_10deg_synthetic.csv,sic_10deg_synthetic,1349.0,37.252276
sic_10deg_synthetic.csv,sic_10deg_synthetic,1350.0,37.32769
sic_10deg_synthetic.csv,sic_10deg_synthetic,1351.0,37.407998
sic_10deg_synthetic.csv,sic_10deg_synthetic,1352.0,37.493141
sic_10deg_synthetic.csv,sic_10deg_synthetic,1353.0,37.583059
sic_10deg_synthetic.csv,sic_10deg_synthetic,1354.0,37.677686
sic_10deg_synthetic.csv,sic_10deg_synthetic,1355.0,37.776956
sic_10deg_synthetic.csv,sic_10deg_synthetic,1356.0,37.880799
sic_10deg_synthetic.csv,sic_10deg_synthetic,1357.0,37.989141
sic_10deg_synthetic.csv,sic_10deg_synthetic,1358.0,38.101907
sic_10deg_synthetic.csv,sic_10deg_synthetic,1359.0,38.219019
sic_10deg_synthetic.csv,sic_10deg_synthetic,1360.0,38.340397
sic_10deg_synthetic.csv,sic_10deg_synthetic,1361.0,38.465955
sic_10deg_synthetic.csv,sic_10deg_synthetic,1362.0,38.59561
sic_10deg_synthetic.csv,sic_10deg_synthetic,1363.0,38.729271
sic_10deg_synthetic.csv,sic_10deg_synthetic,1364.0,38.86685
sic_10deg_synthetic.csv,sic_10deg_synthetic,1365.0,39.008252
sic_10deg_synthetic.csv,sic_10deg_synthetic,1366.0,39.153382
sic_10deg_synthetic.csv,sic_10deg_synthetic,1367.0,39.302144
sic_10deg_synthetic.csv,sic_10deg_synthetic,1368.0,39.454438
sic_10deg_synthetic.csv,sic_10deg_synthetic,1369.0,39.610162
sic_10deg_synthetic.csv,sic_10deg_synthetic,1370.0,39.769213
sic_10deg_synthetic.csv,sic_10deg_synthetic,1371.0,39.931487
sic_10deg_synthetic.csv,sic_10deg_synthetic,1372.0,40.096875
sic_10deg_synthetic.csv,sic_10deg_synthetic,1373.0,40.26527
sic_10deg_synthetic.csv,sic_10deg_synthetic,1374.0,40.43656
sic_10deg_synthetic.csv,sic_10deg_synthetic,1375.0,40.610635
